id;CustomerName;CustomerAddress;idState;id2;RegTime;RegisterTime;Sum1;Sum2,,
3749;Venturi Discount Drugs;1949 Cloverdale Rd.;20;29;29/10/2004 01:07;1996-09-26 18:46:40.000;5527.;2384.1960,,
3750;Parties Galore Golf Course;1882 St. Johns;29;33;28/03/2001 03:07;1993-05-30 03:01:36.000;10056;1842.8364,,
3751;DBN Bank;12 Broadview Lane;19;30;16/10/1972 06:07;1990-07-03 00:06:40.000;86224;88460.1920,,
3752;Air India;1715 Chicago Ave.;9;6;26/03/2000 22:28;1971-05-10 13:41:36.000;35433;99688.3903,,
3753;Elle Hypnosis and Therapy Cent;600 Central Ave;2;2;20/10/2002 08:47;2001-10-25 21:01:36.000;30580;85626.0110,,
3754;Moveit Motercycle Service;852 Sumac Rd.;42;11;25/12/1978 09:48;2001-02-20 20:13:20.000;50268;80878.4460,,
3755;MedicServe Medical Supply;368 Woodland Rd.;27;30;09/12/1978 14:00;2001-02-10 10:13:20.000;87328;62970.8672,,
3756;Toggle & Myerson Ltd;4763 Blackhawk Rd.;3;2;06/01/2004 05:35;1994-11-10 09:33:20.000;60764;40354.6437,,
3757;Marcy Elaine Bakery;629 Kincaid Ave.;12;2;17/12/2004 10:28;2005-10-27 09:00:00.000;55332;94150.2540,,
3758;Cotton Thumb Ltd.;2922 Twin Oaks Drive;34;20;05/02/1970 00:55;2000-11-06 01:33:20.000;43840;43102.8498,,
3759;Air Mexico;1915 Lewis Ln.  Apt 13;46;29;01/09/1983 22:33;1987-08-15 22:06:40.000;89972;60016.7244,,
3760;Chands CPA;726 White Oaks Ave.;12;19;19/01/1998 08:53;2007-01-26 08:26:40.000;65936;25276.2384,,
3761;Derbin Contracting Services;1575 Oak Ave.  Apt. 2C;10;9;20/08/2006 15:53;1989-10-12 21:28:16.000;42953;17335.6270,,
3762;Bee Line Publishing;2644 Princeton Ln.;15;2;11/05/1992 17:00;1989-07-01 13:40:00.000;20100;92312.2252,,
3763;Hi-Land Art & Frame;210 Cresant Rd.;30;42;02/09/2002 05:00;2001-02-22 13:33:20.000;49790;74910.1264,,
3764;North West Gas Co.;1701 W. Mellody Rd.;4;27;25/09/1993 13:27;2004-02-19 05:08:16.000;12020;96300.0185,,
3765;Esmarda Chemical Manufacturers;2045 St. johns Ave.;46;3;17/02/1974 19:07;2002-04-09 09:00:00.000;12005;30750.5650,,
3766;Auto Interior Carpeting Compan;632 Florence Dr.;22;12;12/12/1997 04:13;1975-06-27 19:54:56.000;35659;60881.0340,,
3767;Hilco Auto Body;139 Bay Colony Dr.;4;34;24/05/1975 11:40;1983-03-02 04:28:16.000;76728;99660.3709,,
3768;Derbin Contracting Services;1270 Linden Ave.;1;46;16/12/2000 18:27;1974-01-26 10:14:56.000;95712;62392.2098,,
3769;Sigman and Freud Psychiatry;2678 Sheridan Rd.;44;12;23/05/2003 09:28;1978-01-17 15:46:40.000;93750;28578.9164,,
3770;John G. Hartling Ltd.;231 Sheriden Rd.;43;10;19/09/1982 06:07;1992-10-07 04:08:16.000;71090;3089.1525,,
3771;Brand Y Creative Services;3181 Barkwood Ct.;33;15;02/12/1970 04:27;2007-03-24 01:33:20.000;70566;87430.6224,,
3772;Camp Stuff;2600 Winsor Mall;26;30;31/03/2000 22:40;2003-03-23 09:20:00.000;67920;17188.6580,,
3773;Lake Shore Beaches;244 Briar Ln;14;4;14/02/2001 22:13;2006-06-21 11:26:40.000;43920;95520.4426,,
3774;Air Guatamala;807 Old Trail Rd.;44;46;29/05/1980 15:53;2003-11-12 04:26:40.000;68538;51860.4233,,
3775;K L Consulting;54 Lakeview Terrace;43;22;08/02/1972 20:02;1994-10-06 00:33:20.000;24160;76736.5600,,
3776;Smith & Wesson Militia;35 Glenlake Dr.;42;4;19/04/1989 23:15;2001-08-21 17:53:20.000;95187;82233.6448,,
3777;PGS Associates;35 Glenlake Dr.;43;1;15/11/1972 07:20;1972-06-11 17:14:56.000;10214;73975.1030,,
3778;Doll House Rock;965 Marion Place Apt. 65C;16;44;09/09/2002 22:22;1985-09-18 22:34:56.000;36303;78274.3943,,
3779;Lennox Air Pollution Control;1575 Oakwood Ave.;19;43;30/06/1978 14:07;1994-06-28 11:40:00.000;83772;69460.7616,,
3780;Dependable Plumbing and Sewer;1799 Rosemary Way;45;33;25/09/1982 01:00;1970-02-06 13:46:40.000;99840;50915.0157,,
3781;Bernhardt Ltd.;1185 County line Rd.;38;26;20/01/1975 05:22;2004-01-17 22:41:36.000;85695;29426.4408,,
3782;Cosmo Skin Care Center;1185 County line Rd.;36;14;20/12/1992 04:55;1987-12-14 06:00:00.000;60902;67824.8490,,
3783;Mergenthaler Inc.;3062 Lindenwood Ln.;16;44;30/07/2000 17:27;2004-06-19 22:08:16.000;75834;38474.2455,,
3784;Nel Video Productions;135 Lakewood place;45;43;23/07/1992 22:35;1986-08-10 04:08:16.000;72900;22824.3700,,
3785;Venturi Discount Drugs;445 Park Ave.;13;42;19/03/1983 22:13;1992-09-29 10:46:40.000;80586;93896.3188,,
3786;Percy Photography;1575 Oak Ave.  Apt. 2C;17;43;16/12/1978 03:35;2003-08-13 13:41:36.000;71632;75705.5562,,
3787;Darcy Frame and Matting Servic;310 Walker Ave.;33;16;11/05/1970 08:47;2002-09-22 05:01:36.000;76402;88316.8080,,
3788;Salt & Pepper Catering Service;43078 Kennedy Dr.;38;19;10/11/2000 05:33;2004-06-16 03:13:20.000;25035;85929.7360,,
3789;Air France;852 Sumac Rd.;39;45;09/04/2003 15:53;1978-09-01 20:48:16.000;63890;21030.9990,,
3790;North West Gas Co.;2600 Winsor Mall;25;38;11/07/1971 18:07;1971-03-14 19:34:56.000;98224;60830.4015,,
3791;Camp Stuff;1799 Rosemary Way;36;36;01/05/1980 12:08;1980-11-08 10:28:16.000;95919;25560.8984,,
3792;Derbin Contracting Services;1126 Hillcrest Ave;7;16;26/01/2000 12:53;2007-09-13 08:08:16.000;8525.;97614.0236,,
3793;Schnitzer Denist College;1770 first St.;20;45;13/10/1982 04:22;2002-12-24 05:08:16.000;51090;65369.7506,,
3794;Gourmet the Frog;839 Burton Ave;30;13;09/06/2005 03:00;1990-03-25 10:13:20.000;4370.;92910.2020,,
3795;New Dehli Auto Exchange;22 Clay rd.;44;17;24/02/2006 07:48;1982-11-20 00:26:40.000;78100;85690.2110,,
3796;Resnick DDS;310 Walker Ave.;21;33;14/08/2004 11:28;2007-11-16 08:00:00.000;5920.;93298.6854,,
3797;Toggle & Myerson Ltd;2045 St. johns Ave.;16;38;30/10/1982 05:27;2005-07-27 13:28:16.000;25224;44812.0320,,
3798;Cosmo Skin Care Center;433 Burton Ave.;7;39;11/01/1992 10:55;2005-03-21 10:13:20.000;91026;8117.3475,,
3799;Car Suite Cleaners;1077 Court Ave.;15;25;08/05/2000 00:33;1982-12-06 12:54:56.000;95289;1577.1198,,
3800;Trapezoid Studios;210 Cresant Rd.;24;36;16/03/1977 11:33;2004-08-11 00:08:16.000;29915;33624.1890,,
3801;Gourmet the Frog;242 Ashland Ave.;34;7;18/09/1994 04:47;2002-10-10 17:28:16.000;67968;79957.0655,,
3802;Energy Source Diet Centers;3148 cottonwood Ct.;17;20;15/12/1971 15:47;2004-04-16 21:46:40.000;62640;15195.2455,,
3803;Acme Chemical Supply;1949 Cloverdale Rd.;4;30;10/10/2001 22:20;2000-06-13 23:13:20.000;98831;18337.9723,,
3804;Meonits & Mogogni Inc.;3150 Skokie Valley Rd.;19;44;26/02/2004 03:48;2003-02-19 15:08:16.000;37952;26856.8290,,
3805;Foy Aviation;231 Sheriden Rd.;28;21;06/05/1983 21:13;1992-07-08 02:46:40.000;24240;87893.9758,,
3806;Facelift Kitchen and Bath;245 Oakridge Ave.;3;16;21/10/2003 02:33;2001-09-13 17:53:20.000;27832;94239.1740,,
3807;Toggle & Myerson Ltd;844 Spruce St.;27;7;27/05/2007 13:02;2001-06-07 12:20:00.000;54105;79724.4425,,
3808;Hilco Auto Body;120 high St.;36;15;06/02/1977 06:53;2000-07-29 23:28:16.000;81368;39920.4800,,
3809;Morgan Construction Co;788 Tennyson Ave.;39;24;11/07/1983 09:27;2001-09-28 22:33:20.000;37850;76450.0507,,
3810;Schmidt Denists;1839 McCraren Rd.;26;34;14/04/1994 22:47;1970-08-16 05:01:36.000;13720;1273.2672,,
3811;Vanity Town;456 Grossman Ln.;5;17;18/01/2006 19:35;2000-01-05 14:26:40.000;15572;64832.2970,,
3812;Futoons Cartoons Emporium;654 Walnut Rd.;24;4;25/10/2004 05:42;1972-11-17 14:53:20.000;82168;78854.9840,,
3813;Glassman & Stone;1859 Green Bay Rd.;42;19;22/09/2002 15:55;1977-10-30 02:41:36.000;62384;15236.3261,,
3814;Ernie's Foriegn Car Service;21 Lakeview Terrace #2312;21;28;28/09/1977 21:42;2001-07-01 16:06:40.000;61692;95404.4318,,
3815;Portugal, Liddy, & Son Ltd.;770 Exmoor Rd.;4;3;26/02/1983 17:08;2000-10-13 14:06:40.000;48494;10034.7050
3816;Dependable Plumbing and Sewer;3181 Barkwood Ct.;3;27;26/05/1994 05:42;2004-05-06 19:14:56.000;300.1;61832.0075,,
3817;North Park Lighting Galleries;600 Central Ave;36;36;01/09/1993 06:07;1989-10-01 16:46:40.000;96625;6007.3680,,
3818;Cotton Thumb Ltd.;4522 N. Greenview Apt. 1B;15;39;30/05/1996 04:35;1994-05-15 19:41:36.000;93400;57252.1936,,
3819;Bako Delicatessen;1436 Waverly Rd.;12;26;28/11/2002 18:02;1980-08-08 17:26:40.000;29211;90090.0296,,
3820;Elm Place Business Supplies;1975 elmwood Circle;48;5;07/03/1970 23:20;2000-07-20 14:33:20.000;39455;16160.1276,,
3821;John G. Hartling Ltd.;1235 Easton Rd.;26;24;21/04/1993 03:40;1982-09-14 15:00:00.000;44584;49754.5560,,
3822;Green Bay Travel Services;175 beech St.;43;42;20/09/1986 12:33;1980-07-18 10:20:00.000;61046;90496.6797,,
3823;Funnyface Amusement Games;1715 Chicago Ave.;10;21;30/01/2001 16:40;1982-10-27 10:46:40.000;26642;83258.6294,,
3824;Nitelites Party Rental;1907 S. Prospect Ave.;41;4;29/07/1977 22:33;1994-08-15 06:08:16.000;71503;98976.8226,,
3825;AA Advertising;224  Highwood Ave.;24;3;17/03/2003 14:27;2006-01-16 08:26:40.000;81687;29530.7528,,
3826;Ampro Office Team Ltd.;629 Kincaid Ave.;6;36;14/06/1978 00:08;1992-06-19 14:20:00.000;96050;42958.6631,,
3827;Happ Aluminum Siding Co.;456 Groverland Ave.;16;15;26/12/2004 13:22;1989-05-06 13:13:20.000;8098.;41241.1431,,
3828;Masterlands Cleaning;45 South Deer Creek Drive;38;12;16/05/2006 09:15;1980-01-16 19:46:40.000;39357;26645.0187,,
3829;MedicServe Medical Supply;3181 Barkwood Ct.;17;48;27/06/2003 11:53;1983-06-07 19:53:20.000;71843;72900.7932,,
3830;Camp Oconomowoc;511 Hill;6;26;21/09/1970 22:20;1985-02-21 02:13:20.000;92672;19370.4128,,
3831;Gordon & Son Brockerage Ltd.;600 Central Ave.;45;43;01/06/2000 05:40;1975-02-12 08:54:56.000;31960;78361.5322,,
3832;Green Bay Travel Services;1235 Easton Rd.;48;10;12/10/1983 10:47;2006-08-20 23:28:16.000;39068;70046.3264,,
3833;Froggy's Gourmet Catering;4522 N. Greenview Apt. 1B;11;41;20/02/1990 07:47;1990-04-07 15:53:20.000;68758;67145.3311,,
3834;Air Indonesia;3181 Barkwood Ct.;37;24;23/12/1990 13:47;1990-06-29 23:53:20.000;35840;10810.1124,,
3835;Nitelites Party Rental;231 Sheriden Rd.;9;6;09/12/2000 04:00;1975-10-07 16:21:36.000;13440;30115.1840,,
3836;Mergenthaler Inc.;1831 Beverly Place #9D;1;16;09/03/1999 17:20;1975-02-17 00:01:36.000;46263;27306.0880,,
3837;Green Bay Travel Services;662 Lyons Circle;5;38;01/04/1996 23:07;1992-11-11 05:33:20.000;56524;79216.4080,,
3838;Venturi Discount Drugs;4522 N. Greenview Apt. 1B;48;17;16/09/1971 10:07;2003-11-10 15:34:56.000;72354;57225.4632,,
3839;Griffith Paving and Sealcoatin;2510 Crain;18;6;12/11/1983 23:22;2002-12-22 23:33:20.000;17216;81436.1056,,
3840;Air Barbados;1233 Arbor Rd.;45;45;19/03/2001 08:00;1970-01-18 16:14:56.000;60704;80352.5450,,
3841;Park District Of America;45 South Deer Creek Drive;25;48;01/05/1992 23:40;2001-08-12 08:06:40.000;37381;28520.8172,,
3842;Myers Chocolates and Confectio;1235 Easton Rd.;30;11;26/09/1977 23:13;1986-02-02 20:26:40.000;21630;26384.9649,,
3843;Toggle & Myerson Ltd;334 Lynn Terrace;39;37;12/03/1971 12:02;2001-03-05 13:46:40.000;66288;33784.5274,,
3844;Futoons Cartoons Emporium;302-A Crestwood Village Rd.;27;9;11/08/1993 01:02;2001-01-21 01:21:36.000;5784.;16552.9963,,
3845;Marcy Elaine Bakery;1575 Oak Ave.  Apt. 2C;31;1;04/04/1990 12:08;2001-08-12 00:33:20.000;38456;66544.1161,,
3846;AAA Daniels Antiques;1450 Harding Ave.;42;5;24/11/2000 07:33;2004-01-24 13:46:40.000;68776;80338.7102,,
3847;Ernie's Foriegn Car Service;2045 St. johns Ave.;43;48;16/09/2004 17:27;1974-05-17 13:54:56.000;45401;2168.5420,,
3848;Acturial Enterprises Ltd.;445 Park Ave.;3;18;22/12/1986 18:27;2003-10-08 03:01:36.000;81921;92524.0115,,
3849;Darcy Frame and Matting Servic;2510 Crain;26;45;02/12/2001 13:33;2006-04-02 01:33:20.000;18705;89458.7754,,
3850;Esmarda Chemical Manufacturers;225 Jeffrys Place;23;25;02/04/1986 12:02;1974-03-07 14:53:20.000;33470;33964.1928,,
3851;DBN Bank;12 Fort Sheriden Ave.;28;30;04/08/2000 02:07;2003-07-20 06:21:36.000;49145;53600.4477,,
3852;Kapp Camera and Video;355 Golf Rd.;11;39;31/08/2000 09:15;1998-10-23 00:46:40.000;36973;60020.8773,,
3853;Vanity Town;355 Golf Rd.;26;27;19/01/2001 21:35;1970-05-07 12:21:36.000;89131;82081.5450,,
3854;Air France;1234 Devonshire Court;11;31;02/09/1986 00:07;2003-01-06 15:34:56.000;59105;81561.1056,,
3855;Jay's Cabinet Company;5518 Madison St.;24;42;12/09/2000 21:40;2002-01-29 12:14:56.000;55996;71023.9765,,
3856;Air Barbados;2600 Winsor Mall;37;43;20/07/1974 05:42;2000-11-21 10:14:56.000;9240.;10180.1869,,
3857;Darcy Frame and Matting Servic;1795 Lake Cook Rd.;8;3;26/01/2003 10:55;1975-01-14 19:33:20.000;70086;17140.5874,,
3858;Caranisco Homes;77 Blackhawk Rd;45;26;17/02/2000 17:48;2002-06-22 01:41:36.000;7600.;11187.0640,,
3859;Maintence Services of Maine;135 Lakewood place;12;23;12/08/2005 11:27;1986-03-21 03:33:20.000;19136;76893.7892,,
3860;Lambert & Locke Legal Services;1882 St. Johns;13;28;26/03/1986 22:27;2001-01-22 07:33:20.000;84160;37439.0376,,
3861;Facelift Kitchen and Bath;1575 Oakwood Ave.;12;11;19/12/1986 18:13;2002-03-22 12:26:40.000;42660;50280.3989,,
3862;Lake Shore Publishing;3487 Green Bay Rd.;22;26;28/06/2000 07:40;1977-07-14 21:26:40.000;39488;45254.1186,,
3863;Metro Appliance Service;1770 first St.;13;11;06/09/1978 04:20;2005-07-04 21:41:36.000;69800;71375.6164,,
3864;Highland Lanes;115 Judson Rd.;50;24;19/05/1983 22:22;2006-03-26 02:53:20.000;35512;58696.5872,,
3865;MedicServe Medical Supply;313 Grove Ave.;6;37;05/05/2000 05:42;1974-09-04 12:48:16.000;40317;68320.7403,,
3866;Rythmics Ltd.;45 South Deer Creek Drive;14;8;07/03/1986 17:20;1972-11-27 08:13:20.000;40622;3713.5976,,
3867;Happ Aluminum Siding Co.;1799 Rosemary Way;40;45;30/08/1972 06:20;1975-12-06 01:06:40.000;16854;3421.2816,,
3868;Glassman & Stone;1704 Ridgelee Rd;13;12;22/11/2004 05:07;1982-02-02 01:06:40.000;46820;60104.6502,,
3869;Bill's Dive Shop;1337 Cavell Ave.;36;13;14/06/2005 01:42;2005-09-26 21:41:36.000;3680.;73017.9736,,
3870;Ampro Office Team Ltd.;600 Central Ave;36;12;08/10/2005 11:28;1972-12-26 23:20:00.000;40670;17312.9495,,
3871;Cutter Lawn Mower Repair;969 Saxony Drive;47;22;30/10/1974 01:08;2005-02-12 04:26:40.000;60919;65676.5648,,
3872;Lennox Air Pollution Control;785 Highland place;36;13;06/12/2006 06:13;1987-05-25 17:53:20.000;57618;48436.2040,,
3873;Air Indonesia;788 Tennyson Ave.;18;50;06/02/1972 04:53;1996-11-27 13:06:40.000;99014;65444.7045,,
3874;Lake Shore Publishing;14836 W. River Oaks Dr.;25;6;09/10/1978 17:53;2006-08-20 22:21:36.000;42126;46855.4408,,
3875;AA Advertising;1009 marvel Way;10;14;02/05/2006 05:53;1986-09-23 12:46:40.000;49201;24680.1200,,
3876;Sigman and Freud Psychiatry;218 Oakridge Ave.;35;40;03/03/1974 07:22;1980-03-03 10:28:16.000;94656;93000.5608,,
3877;Hardee Woodwork Ltd.;35 Glenlake Dr.;32;13;07/02/1997 07:20;1982-06-27 22:06:40.000;93929;87205.5824,,
3878;Keyth Contracting and Repair;1633 McGovern place;49;36;27/09/2004 20:07;1974-09-11 03:53:20.000;93464;6934.8195,,
3879;Smith & Wesson Militia;3062 Lindenwood Ln.;30;36;03/03/1996 04:28;2002-03-09 20:41:36.000;69644;42992.0335,,
3880;PGS Associates;1337 Cavell Ave.;22;47;03/04/2000 06:13;2000-02-07 02:40:00.000;25682;37201.0234,,
3881;Sigman and Freud Psychiatry;2922 Twin Oaks Drive;16;36;06/09/1982 12:33;1983-06-15 13:14:56.000;46453;97425.3908,,
3882;Doll House Rock;3478 Bryn Mawr St.;23;18;05/04/1990 15:55;1970-05-25 06:06:40.000;2730.;67428.1500,,
3883;Perimeter Security Consultants;2045 St. johns Ave.;4;25;15/04/1997 11:27;2002-03-05 03:46:40.000;70676;47145.7536,,
3884;Lee Stairworks and Carpentry,;2267 Anderson Lane;42;10;08/03/2006 06:40;2001-11-08 06:13:20.000;60958;12416.3814,
3885;Ernie's Foriegn Car Service;726 White Oaks Ave.;50;35;03/07/2000 08:35;2001-11-09 10:00:00.000;62400;35436.5087,,
3886;Lake Shore Publishing;1550 Ridge Rd.;19;32;26/08/1970 15:02;2001-02-15 04:53:20.000;65074;53730.2090,,
3887;Doerner's Awnings and Canopies;550 Sheridan;42;49;12/03/1978 14:13;2000-06-04 07:54:56.000;4191.;36063.9924,,
3888;American Deli Workers Union;430 Oakland Drive;45;30;18/04/2005 05:53;2000-10-16 11:13:20.000;60081;16612.9068,,
3889;Quad City Cleaning;3344 Beachwood Ln.;24;22;09/04/2000 23:15;1997-01-27 21:20:00.000;54716;6125.0493,,
3890;Smith Communications Inc.;175 beech St.;5;16;26/11/2006 00:13;2007-06-03 11:41:36.000;78603;2444.7004,,
3891;Lickmen Restoration;1912 Old Briar Lane #2;15;23;14/02/1987 11:20;1999-07-08 03:13:20.000;80005;3970.5782,,
3892;Morgan Construction Co;1444 Chantilly Ln.;3;4;15/12/1980 11:22;2001-11-16 12:13:20.000;5440.;53593.9685,,
3893;Brand Y Creative Services;201-C Frontage Rd.;40;42;24/02/1985 13:33;1989-01-21 15:33:20.000;61772;55625.8360,,
3894;Woodworks Co.;4259 W. Lake Ave.;42;50;13/01/1972 14:13;1996-05-15 12:33:20.000;88124;53703.2769,,
3895;Pasifico Inc.;643 De Temple Rd.;10;19;23/11/2001 11:48;1980-05-07 16:06:40.000;75814;31808.8513,,
3896;Highland Lanes;1220 Heather Lane;11;42;05/07/2000 23:00;2005-11-25 06:26:40.000;1946.;74462.7825,,
3897;Pasifico Inc.;3487 Green Bay Rd.;19;45;19/09/1983 23:53;1970-10-23 21:00:00.000;24663;15572.7986,,
3898;Maintence Services of Maine;3901 Chester Ave. Apt. 3C;32;24;22/02/1985 22:40;1990-11-13 20:14:56.000;90135;57987.6838,,
3899;Hibbard Road Suppliers;969 Saxony Drive;2;5;04/12/1970 23:07;1990-10-14 00:20:00.000;15870;29324.2723,,
3900;Trapezoid Studios;3059 Priscilla Court;5;15;02/03/1992 09:08;1992-02-17 04:13:20.000;83915;32881.5336,,
3901;Griffith Paving and Sealcoatin;1658 Second St.;7;3;23/06/1980 17:55;2000-02-14 08:54:56.000;88770;42976.0450,,
3902;New Dehli Auto Exchange;139 Bay Colony Dr.;13;40;14/03/1975 03:33;1993-08-08 09:53:20.000;39514;87484.2740,,
3903;Dean Barnett Furniture Repair;1065 Hillcrest Circle;42;42;30/08/2002 01:28;1986-11-18 19:48:16.000;26564;39817.2320,,
3904;Cradle the Call;2936 Arlington Ave.;41;10;27/09/1985 10:07;2004-07-24 21:13:20.000;41404;88136.9740,,
3905;Auto Interior Carpeting Compan;937 Judson Ave.;24;11;21/04/1993 14:47;1975-06-21 06:20:00.000;84824;19250.2100,,
3906;Funnyface Amusement Games;3062 Lindenwood Ln.;6;19;10/02/2000 11:33;1974-10-15 10:06:40.000;77136;81809.0485,,
3907;Toggle & Myerson Ltd;241 Callan Rd.;42;32;06/10/1994 17:13;1986-11-27 07:20:00.000;49228;63046.5308,,
3908;Gordon & Son Brockerage Ltd.;1486 Oakwood;4;2;05/04/2006 03:48;1983-10-27 19:28:16.000;18877;10004.8000,,
3909;Cradle the Call;1155 Ridgewood Drive;36;5;28/11/2000 08:55;2005-08-17 13:40:00.000;50977;16640.5135,,
3910;Happ Aluminum Siding Co.;3148 cottonwood Ct.;11;7;12/11/2000 08:42;2003-07-30 22:20:00.000;92570;62958.7174,,
3911;Park District Of America;505 N. Frances St.;7;13;05/08/2006 09:42;1993-08-23 18:34:56.000;54100;50329.2506,,
3912;Hoffman Printing Center;456 Grossman Ln.;42;42;03/09/1977 03:00;2001-12-08 12:54:56.000;19968;70505.5872,,
3913;Highland Woods City Hall;5518 Madison St.;23;41;14/09/2000 06:35;1989-03-13 21:21:36.000;70528;46562.6856,,
3914;Perimeter Security Consultants;45 South Deer Creek Drive;22;24;01/01/1982 10:02;1978-10-06 14:08:16.000;78648;26892.4100,,
3915;MedicServe Medical Supply;12 Fort Sheriden Ave.;17;6;01/10/1987 16:20;1974-11-27 04:53:20.000;80406;60412.3456,,
3916;Green Shoes Corp.;1701 W. Mellody Rd.;26;42;11/02/2004 11:47;1972-10-16 06:06:40.000;23990;98924.3068,,
3917;Foy Aviation;3150 Skokie Valley Rd.;24;4;16/03/2006 21:47;2004-12-16 03:21:36.000;57110;93280.0551,,
3918;Block Boats and Lures;1450 Harding Ave.;48;36;09/11/2001 23:33;2004-01-24 02:40:00.000;24384;87480.8970,,
3919;Corbins, Rodriguez, & Savocchi;2600 Winsor Mall;10;11;28/06/1986 08:22;2003-10-09 06:48:16.000;85968;81060.5527
3920;Lickmen Restoration;1126 Hillcrest Ave;7;7;07/10/1996 23:28;1992-10-16 19:26:40.000;14862;6284.5475,,
3921;Ampro Office Team Ltd.;2032 Northbrook Ct.;9;42;01/06/2005 05:27;2000-10-26 10:06:40.000;6372.;20704.4906,,
3922;Deer Lake Inn;59 Cordon Terr.;29;23;17/03/1987 17:20;1992-09-27 21:54:56.000;91588;32575.5000,,
3923;Metro Appliance Service;632 Roger Williams;15;22;07/03/1975 04:53;1986-08-24 21:40:00.000;77175;14628.5086,,
3924;Block Boats and Lures;242 Ashland Ave.;9;17;02/06/1974 00:07;1987-03-02 23:48:16.000;3875.;48852.2462,,
3925;Morton Roofing and Siding;12 Craven Way;6;26;19/11/1987 13:35;1983-10-16 05:41:36.000;63746;47923.2367,,
3926;Energy Source Diet Centers;456 Grossman Ln.;5;24;08/02/2001 16:13;1989-01-20 11:46:40.000;1444.;71850.9400,,
3927;Acturial Enterprises Ltd.;785 Highland place;47;48;17/11/1986 08:27;1996-01-08 18:54:56.000;44910;74156.3416,,
3928;First National Bank of Ottowa;1575 Oak Ave.  Apt. 2C;36;10;11/03/1985 03:33;2007-01-09 18:28:16.000;57787;73160.5270,,
3929;Maintence Services of Maine;1975 elmwood Circle;16;7;19/12/1972 15:35;2001-02-27 22:26:40.000;20842;94556.9900,,
3930;Elle Hypnosis and Therapy Cent;1752 Clinton Ave.;50;9;04/02/1994 02:02;1972-09-25 01:01:36.000;56972;86400.8904,,
3931;First National Bank of Ottowa;1875 Roger Williams Ave.;50;29;25/12/2001 02:53;1977-12-23 04:40:00.000;49428;99179.8000,,
3932;Shaggy's Grooming Services;302-A Crestwood Village Rd.;2;15;07/03/1987 14:55;2001-02-19 16:26:40.000;55537;64036.7350,,
3933;Lickmen Restoration;785 Highland place;33;9;13/01/1996 19:07;1974-11-06 08:53:20.000;92580;96796.2564,,
3934;Acturial Enterprises Ltd.;1912 Old Briar Lane #2;17;6;01/06/1993 10:35;2005-01-24 04:53:20.000;787.9;2105.3524,,
3935;Perimeter Security Consultants;1860 Parkside Ln.;24;5;16/06/1990 10:08;1975-10-21 13:41:36.000;68756;53046.1728,,
3936;Happ Aluminum Siding Co.;2479 Woodridge Drive;18;47;01/12/1992 16:28;2003-05-08 05:14:56.000;81498;1867.4345,,
3937;John G. Hartling Ltd.;456 Groverland Ave.;42;36;07/02/2006 06:55;1975-04-26 16:00:00.000;72700;72695.9032,,
3938;Pete's Auto Repair;310 Walker Ave.;17;16;08/10/1993 18:07;2001-06-06 16:08:16.000;60480;28934.9048,,
3939;Johnson, Erico & Co CPA's;1949 Cloverdale Rd.;25;50;30/10/2005 10:15;2005-12-03 11:34:56.000;80608;12000.3044,
3940;AA Advertising;614 green bay Rd.;30;50;18/05/2000 08:20;1975-08-27 00:21:36.000;12744;66703.4894,,
3941;George Lee Antiques;1859 Green Bay Rd.;42;2;26/03/2001 20:55;1997-09-14 02:20:00.000;75674;37105.4944,,
3942;Acturial Enterprises Ltd.;35 Glenlake Dr.;4;33;18/05/2006 10:47;1974-10-20 19:54:56.000;62117;30480.3650,,
3943;Quad City Cleaning;310 Walker Ave.;40;17;16/09/1982 22:33;1977-07-08 17:28:16.000;6110.;18563.2032,,
3944;Meonits & Mogogni Inc.;445 Park Ave.;4;24;03/10/1996 08:22;1998-11-09 08:26:40.000;20288;606.2818,,
3945;Hibop Heating and Air Conditio;1770 first St.;37;18;26/11/2002 08:40;1974-01-20 15:21:36.000;47805;30748.7808,,
3946;Palmer Golf Supplies;969 Saxony Drive;8;42;09/06/2001 20:48;2000-08-21 17:13:20.000;88508;76500.5538,,
3947;Foy Aviation;2600 Winsor Mall;26;17;11/02/1980 06:53;1978-01-10 17:06:40.000;6916.;24602.5860,,
3948;Truck-X Muffler Repair;2148 Eastview Dr.;22;25;25/10/2004 11:27;2001-12-06 04:26:40.000;35411;20512.1600,,
3949;Ebert Music Center;726 White Oaks Ave.;48;30;18/02/2006 02:00;1974-11-15 06:01:36.000;36600;60532.7400,,
3950;Hi-Land Art & Frame;970 Vilas Circle;5;42;11/02/1986 10:00;2006-06-14 07:41:36.000;33700;59064.2056,,
3951;Hart Corporation;662 Lyons Circle;13;4;21/10/2007 21:53;1996-02-26 18:40:00.000;15136;33008.3504,,
3952;Mergenthaler Inc.;220 Vine Ave.;3;40;07/05/2002 22:22;1996-01-31 03:46:40.000;72551;98235.2975,,
3953;George Lee Antiques;1444 Chantilly Ln.;27;4;04/03/2000 06:27;1994-03-07 17:06:40.000;86593;64382.4096,,
3954;K L Consulting;2148 Eastview Dr.;38;37;18/08/1993 08:47;2001-01-28 16:40:00.000;33656;96968.7376,,
3955;Lake Shore Beaches;2644 Princeton Ln.;31;8;04/01/1971 18:00;2005-04-15 22:20:00.000;75410;65912.1269,,
